datetime,author_name,message,cleaned_message,label
2024-10-07 11:08:20,remukan astor,ping,ping,0
2024-10-07 11:08:21,Rafellio Adjio Rajendra,aku mau nonton tapi males,aku mau nonton tapi males,0
2024-10-07 11:08:22,arif ramadhan,bukan Malioboro di tugu Jogja kalo ga salah eh ga tau ah ,bukan malioboro di tugu jogja kalo ga salah eh ga tau ah,0
2024-10-07 11:08:27,Gunawan Sosro,"males,rame bgt. mending nonton live ini",malesrame bgt mending nonton live ini,0
2024-10-07 11:08:29,Galuh Cahyani,jalan kak,jalan kak,0
2024-10-07 11:08:36,Hesta Official,tugu rame iki,tugu rame iki,0
2024-10-07 11:08:44,Suem Barang,ndek ndi lur,ndek ndi lur,0
2024-10-07 11:08:55,Eko Budi,tugu,tugu,0
2024-10-07 11:09:05,Tasyafebriana Putri,itu yang dapet didepan dari jam berapa yak?,itu yang dapet didepan dari jam berapa yak,0
2024-10-07 11:09:06,Vitha Sama,pengen nonton tapi punya baby,pengen nonton tapi punya baby,0
2024-10-07 11:09:07,Ilham Dwi prasetyo,tugu,tugu,0
2024-10-07 11:09:07,Galuh Cahyani,tugu itu karnaval nek ini video nya di Malioboro klo gak salah,tugu itu karnaval nek ini video nya di malioboro klo gak salah,0
2024-10-07 11:09:10,Hartono Wibowo,n m,n m,0
2024-10-07 11:09:12,Gunawan Sosro,masuknya pake tiket gak?,masuknya pake tiket gak,0
2024-10-07 11:09:14,Silvia M K,info parkiran yang masih longgar?,info parkiran yang masih longgar,0
2024-10-07 11:09:14,arif ramadhan,kak rafaellio tinggal di mana kalo aku kecamatan Umbulharjo Yogyakarta di kelurahan warung boto :grinning_face_with_sweat:,kak rafaellio tinggal di mana kalo aku kecamatan umbulharjo yogyakarta di kelurahan warung boto,0
2024-10-07 11:09:15,Mamang Nya,Macet enggak mas?:grinning_face_with_sweat:,macet enggak mas,0
2024-10-07 11:09:19,feliciaa,ws full drgyo iki daerah tugu?,ws full drgyo iki daerah tugu,0
2024-10-07 11:09:22,agus kristanta,sugeng ambal warso kutho Ngayogyakarta,sugeng ambal warso kutho ngayogyakarta,0
2024-10-07 11:09:24,Nofi Wijayanti,"padahal rumah deket boplaz, mau nonton ngga ada gelang jadi ngga bisa, penuh poll",padahal rumah deket boplaz mau nonton ngga ada gelang jadi ngga bisa penuh poll,0
2024-10-07 11:09:38,Silvia M K,apa sudah full disana?,apa sudah full disana,0
2024-10-07 11:09:43,reza pra,rundown artise sopo wae lur?,rundown artise sopo wae lur,0
2024-10-07 11:09:50,Galuh Cahyani,Umbulharjo warungboto hadir:hand-pink-waving:,umbulharjo warungboto hadirhandpinkwaving,0
2024-10-07 11:10:17,Hesta Official,sgm balirejo hadir yoan wkwk,sgm balirejo hadir yoan wkwk,0
2024-10-07 11:10:18,Darmo Sanjaya,@galuh ga nonton di lolasi,galuh ga nonton di lolasi,0
2024-10-07 11:10:30,arif ramadhan,udh full PO dah lah ga jadi kesana males rame² kalo Waktu 2023 ga rame bgt kayaknya :grinning_face_with_sweat:,udh full po dah lah ga jadi kesana males rame kalo waktu 2023 ga rame bgt kayaknya,0
2024-10-07 11:10:34,Galuh Cahyani,tidak tau nanti @darmo,tidak tau nanti darmo,0
2024-10-07 11:10:46,Rizki Perdana ardiansah,infoo,infoo,0
2024-10-07 11:10:46,Wildan gaming,dari pada langsung sempit sempitan liat dari YouTube ajaa,dari pada langsung sempit sempitan liat dari youtube ajaa,0
2024-10-07 11:10:49,Rafika Ratna,pandeyan hadirrrr,pandeyan hadirrrr,0
2024-10-07 11:11:02,Adenaa,ini malioboro atau tugu si?,ini malioboro atau tugu si,0
2024-10-07 11:11:06,Mas tinus 95,Bg pnonton yg tidak pny tiket / gelang mboten pareng masuk area. Byk yg kecewa .,bg pnonton yg tidak pny tiket  gelang mboten pareng masuk area byk yg kecewa,0
2024-10-07 11:11:10,Septanto teguh nugroho,"jangan lupa klitih, sampah , parkir liar :face_with_tears_of_joy:",jangan lupa klitih sampah  parkir liar,0
2024-10-07 11:11:10,Jonx Channel,"nonton streaming saja, kalo nonton di tugu dijamin padat sekali, mau nonton didepan sudah pasti full, belum lagi selesai acara pasti macet total",nonton streaming saja kalo nonton di tugu dijamin padat sekali mau nonton didepan sudah pasti full belum lagi selesai acara pasti macet total,0
2024-10-07 11:11:10,Falih Ardyasa,hey,hey,0
2024-10-07 11:11:24,Galuh Cahyani,kalo yang di vidio skrng di Malioboro,kalo yang di vidio skrng di malioboro,0
2024-10-07 11:11:30,Pipiet Agustin,canda Darmo Sanjaya.aku kelas 4,canda darmo sanjayaaku kelas 4,0
2024-10-07 11:11:37,Eko Budi,owhh,owhh,0
2024-10-07 11:11:45,Adenaa,oke,oke,0
2024-10-07 11:11:47,Elvino Nugroho,spilll penontonmm,spilll penontonmm,0
2024-10-07 11:12:06,Eko Budi,hdr,hdr,0
2024-10-07 11:12:19,Darmo Sanjaya,oke teman o,oke teman o,0
2024-10-07 11:12:20,Septiana Nugraheni,"rumah 5 menit dr tugu, terimo di rumah. nntn live :rolling_on_the_floor_laughing:",rumah 5 menit dr tugu terimo di rumah nntn live,0
2024-10-07 11:12:31,Jonx Channel,jika punya kenalan keamanan yang jaga bisa dicariin tempat yang agak depan:face-blue-smiling::face-blue-smiling:,jika punya kenalan keamanan yang jaga bisa dicariin tempat yang agak depanfacebluesmilingfacebluesmiling,0
2024-10-07 11:12:35,Eko Budi,wahhh,wahhh,0
2024-10-07 11:12:39,Darmo Sanjaya,cabut dulu otw ke lokasi,cabut dulu otw ke lokasi,0
2024-10-07 11:12:42,Eko Budi,rame cah,rame cah,0
2024-10-07 11:12:53,Pipiet Agustin,oke lah :smiling_face_with_tear::pensive_face:,oke lah,0
2024-10-07 11:13:11,Gunawan Sosro,:face-green-smiling::face-green-smiling:,facegreensmilingfacegreensmiling,0
2024-10-07 11:13:17,Darmo Sanjaya,jogja tetap istimewa,jogja tetap istimewa,0
2024-10-07 11:13:18,arif ramadhan,hah yg sabar ya mbak/mas Septiana :grinning_face_with_sweat:,hah yg sabar ya mbakmas septiana,0
2024-10-07 11:13:21,Pipiet Agustin,siapa yg masih kelas 4 SD,siapa yg masih kelas 4 sd,0
2024-10-07 11:13:48,arif ramadhan,aku kls 7 SMP,aku kls 7 smp,0
2024-10-07 11:13:50,Pipiet Agustin,Jogja in the best,jogja in the best,0
2024-10-07 11:13:57,Sunarto Ph,lagu galau,lagu galau,0
2024-10-07 11:14:15,Shally Hafa,Is donk..ko in sih,is donkko in sih,0
2024-10-07 11:14:28,arif ramadhan,lagu sukaan aku itu apa lagi lagu gondes :grinning_face_with_sweat:,lagu sukaan aku itu apa lagi lagu gondes,0
2024-10-07 11:14:32,Pipiet Agustin,Kelas 1 smp,kelas 1 smp,0
2024-10-07 11:14:35,Wandira Wahyu,pengen kesituuu :smiling_face_with_tear::smiling_face_with_tear:,pengen kesituuu,0
2024-10-07 11:14:36,Pipiet Agustin,kamu,kamu,0
2024-10-07 11:14:44,Pipiet Agustin,Arif ramadhan,arif ramadhan,0
2024-10-07 11:14:49,Pipiet Agustin,sama,sama,0
2024-10-07 11:15:03,arif ramadhan,ya mas /mbak,ya mas mbak,0
2024-10-07 11:15:17,Rafika Ratna,@pipiet agustin jangan lupa ngerjain PRnya dulu dek. malah nanti lupa loh,pipiet agustin jangan lupa ngerjain prnya dulu dek malah nanti lupa loh,0
2024-10-07 11:15:17,Pipiet Agustin,siapa yg suka Freya JKT48,siapa yg suka freya jkt48,0
2024-10-07 11:15:22,ItzMe_FailzV,First :partying_face:,first,0
2024-10-07 11:15:42,Sekar Anjani,ini siapa sih yg nanyi namanya,ini siapa sih yg nanyi namanya,0
2024-10-07 11:15:42,Pipiet Agustin,ada tapi pusing gurune riwet,ada tapi pusing gurune riwet,0
2024-10-07 11:15:43,arif ramadhan,saya suka Freya oshi ku itu,saya suka freya oshi ku itu,0
2024-10-07 11:15:45,Ridho Rico,sippp tenannn,sippp tenannn,0
2024-10-07 11:15:47,Pipiet Agustin,ruwet,ruwet,0
2024-10-07 11:15:51,i_maail,Apoy,apoy,0
2024-10-07 11:16:02,Amanda Jofita,reog pnrogo udah tampil to?,reog pnrogo udah tampil to,0
2024-10-07 11:16:10,Pipiet Agustin,sama Arif ramadhan,sama arif ramadhan,0
2024-10-07 11:16:15,Rafika Ratna,mapel apa? kok ruwet?,mapel apa kok ruwet,0
2024-10-07 11:16:30,Pipiet Agustin,aku yg nanya nama,aku yg nanya nama,0
2024-10-07 11:16:40,ROCK FISING official ,"absen,jogjamu ngndi lur? my jambon",absenjogjamu ngndi lur my jambon,0
2024-10-07 11:16:48,arif ramadhan,"spill dong yg tinggal di Jogja tinggal di kecamatan mana kelurahan mana kayak aku Umbulharjo, warung boto jl persatuan jl Glagahsari, Yogyakarta",spill dong yg tinggal di jogja tinggal di kecamatan mana kelurahan mana kayak aku umbulharjo warung boto jl persatuan jl glagahsari yogyakarta,0
2024-10-07 11:16:56,Pipiet Agustin,guru nya udah umur 60.Jadi ruwet murid e,guru nya udah umur 60jadi ruwet murid e,0
2024-10-07 11:16:59,Rika Anggraini,nonton live sambil rebahan,nonton live sambil rebahan,0
2024-10-07 11:17:14,Fahrudin Uut,arep menyang kok aras arasen,arep menyang kok aras arasen,0
2024-10-07 11:17:24,Rika Anggraini,mergangsan hadirrr lurr,mergangsan hadirrr lurr,0
2024-10-07 11:17:39,Asyifa,ini udh mulai belum ya?,ini udh mulai belum ya,0
2024-10-07 11:17:50,Pipiet Agustin,SENDOWO C-68-D RT 4 RW 54 SINDUADI MLATI SLEMAN YOGYAKARTA jln sardjito,sendowo c68d rt 4 rw 54 sinduadi mlati sleman yogyakarta jln sardjito,0
2024-10-07 11:17:52,arif ramadhan,Mergangsan tempat sekolah ku itu Mts Muhammadiyah karangkkejen Yogyakarta :grinning_face_with_sweat:,mergangsan tempat sekolah ku itu mts muhammadiyah karangkkejen yogyakarta,0
2024-10-07 11:17:55,Anisah Husna,mangkat saiki delok e adoh,mangkat saiki delok e adoh,0
2024-10-07 11:18:00,Fatkha,belum,belum,0
2024-10-07 11:18:07,Amanda Jofita,reog ponorogo udah tampil ya???,reog ponorogo udah tampil ya,0
2024-10-07 11:18:09,dHit dHot,oy bah,oy bah,0
2024-10-07 11:18:19,Pipiet Agustin,melatih kesabaran ini namanya,melatih kesabaran ini namanya,0
2024-10-07 11:18:22,Gunawan Sosro,:face-pink-tears:,facepinktears,0
2024-10-07 11:18:22,dHit dHot,kabare pie,kabare pie,0
2024-10-07 11:18:41,Pipiet Agustin,siapa yg lihat. kalo aku ga boleh,siapa yg lihat kalo aku ga boleh,0
2024-10-07 11:18:44,Ikbal Dap,info link gacor,info link gacor,1
2024-10-07 11:18:48,Bus Basuri,Selamat Ultah Jogja Salam Dari Bantul :folded_hands:,selamat ultah jogja salam dari bantul,0
2024-10-07 11:18:51,xyzzzzzzz,Kotagede :raised_fist:,kotagede,0
2024-10-07 11:18:53,Agung Martanto,malah lali acarane saiki:loudly_crying_face: saiki mesti wes macet puol,malah lali acarane saiki saiki mesti wes macet puol,0
2024-10-07 11:19:03,loyuuu,aku nunggu kancaku tampil,aku nunggu kancaku tampil,0
2024-10-07 11:19:11,Ainun ,wayang nya dah mulai blum ya?,wayang nya dah mulai blum ya,0
2024-10-07 11:19:11,Pipiet Agustin,bye aku keluar ya paketan mau habis :face_with_hand_over_mouth::grinning_face_with_sweat::rolling_on_the_floor_laughing:,bye aku keluar ya paketan mau habis,0
2024-10-07 11:19:23,Ratmi Anik,sugeng ambalwarso Jogjakarta tercintakuuh,sugeng ambalwarso jogjakarta tercintakuuh,0
2024-10-07 11:19:28,Fatkha,rumah aku di jogja,rumah aku di jogja,0
2024-10-07 11:19:29,Fahrudin Uut,taun wingi okeh seng semaput...sumuuuuuuk e pool,taun wingi okeh seng semaputsumuuuuuuk e pool,0
2024-10-07 11:19:37,arif ramadhan,lah knp emang Mbak/mas Pipiet Agustin? kalo aku nyuman ga ada yg nganter,lah knp emang mbakmas pipiet agustin kalo aku nyuman ga ada yg nganter,0
2024-10-07 11:19:53,bisma yuliandika,karnaval lek,karnaval lek,0
2024-10-07 11:20:09,alpin pin,"Gunungkidul hadir,,,,,",gunungkidul hadir,0
2024-10-07 11:20:12,MJE SHOP,morning kawan kawan,morning kawan kawan,0
2024-10-07 11:20:13,Mahmud Safrudi,putriku ikut wjnc ...pawitikra is the best,putriku ikut wjnc pawitikra is the best,0
2024-10-07 11:20:14,Dstr!!! ,AZKY BEDA OUTFIT,azky beda outfit,0
2024-10-07 11:20:17,Riyadi Santun,"pengen ndelok tapi ada sesuatu yg gak bisa di tinggal,,,,:smiling_face_with_tear::smiling_face_with_tear::smiling_face_with_tear:",pengen ndelok tapi ada sesuatu yg gak bisa di tinggal,0
2024-10-07 11:20:30,jeki rahmat,sumuk polll,sumuk polll,0
2024-10-07 11:20:32,yusti surya nindita,"turi hadir:index_pointing_up:,, memantau lewat tv saja, g deseg2 kan.",turi hadir memantau lewat tv saja g deseg2 kan,0
2024-10-07 11:20:33,MJE SHOP,joogja istimewa,joogja istimewa,0
2024-10-07 11:20:34,Rika Anggraini,punya ank bayi yg nggk bisa antengg mending live streaming aja ya,punya ank bayi yg nggk bisa antengg mending live streaming aja ya,0
2024-10-07 11:20:41,Faujan Pratama Faujan,yahh sayang lagi gak di Jogja :loudly_crying_face::loudly_crying_face:,yahh sayang lagi gak di jogja,0
2024-10-07 11:20:47,bisma yuliandika,nitip sendal,nitip sendal,0
2024-10-07 11:20:53,Fitri Tiara,Reog Ponorogo Lg mau perform. barusan jalan dari Arah barat tugu,reog ponorogo lg mau perform barusan jalan dari arah barat tugu,0
2024-10-07 11:20:59,Veronika Deby,ssk stand by ket jam 3 kudune,ssk stand by ket jam 3 kudune,0
2024-10-07 11:21:08,Nofee Azhar,salam buat kak YOKO '86,salam buat kak yoko 86,0
2024-10-07 11:21:13,Anggi Andriyanto,ini blm mulai kah,ini blm mulai kah,0
2024-10-07 11:21:14,Mustaruddin Bin Lahudin H.M,:hand-pink-waving:,handpinkwaving,0
2024-10-07 11:21:34,Veronika Deby,smga ultah jogja tahun bsk pas week and wkwk,smga ultah jogja tahun bsk pas week and wkwk,0
2024-10-07 11:21:45,Cinta,omagaa,omagaa,0
2024-10-07 11:21:49,Sumarni New,Dari Griya Intan Permai :index_pointing_up:,dari griya intan permai,0
2024-10-07 11:21:59,Biru & Hijau,aq ex wong kemetiran lor yg skrg di Delanggu. pengen nonton di tugu tapi ga memungkinkan,aq ex wong kemetiran lor yg skrg di delanggu pengen nonton di tugu tapi ga memungkinkan,0
2024-10-07 11:22:04,Pipiet Agustin,Darmo sanjaya udah besar,darmo sanjaya udah besar,0
2024-10-07 11:22:11,bisma yuliandika,amit amit amit jupuk sendal mba mas lek amit amit,amit amit amit jupuk sendal mba mas lek amit amit,0
2024-10-07 11:22:48,Binunk dwik,mulai belum ya,mulai belum ya,0
2024-10-07 11:22:54,Riefzikka Alfaruq,Salam dari Bangka Belitung,salam dari bangka belitung,0
2024-10-07 11:23:05,Maulana Azhar,biyuh ameh delok kok iseh nyambut gawe,biyuh ameh delok kok iseh nyambut gawe,0
2024-10-07 11:23:12,bdfghrg,rumahku deket tuguu bngt tpi males ksitu,rumahku deket tuguu bngt tpi males ksitu,0
2024-10-07 11:23:23,Maulana Azhar,GAYENG,gayeng,0
2024-10-07 11:23:53,wahyu ajie syahputra,ini kayaknya kalau dipurwokerto kaya festival kentongan,ini kayaknya kalau dipurwokerto kaya festival kentongan,0
2024-10-07 11:24:03,Alvaro Adyatama,kapan mulai:moai:,kapan mulai,0
2024-10-07 11:24:11,31 Sheffia agustina,selamat ulang tahun jogja,selamat ulang tahun jogja,0
2024-10-07 11:25:13,Desti Nunuk,JOGJA ISTIMEWA :red_heart::red_heart::red_heart::red_heart::red_heart:,jogja istimewa,0
2024-10-07 11:25:48,Rafa85,lah udah mulai,lah udah mulai,0
2024-10-07 11:26:08,Michael Agus budi suryanto,selamat ulang tahun Jogjaku istimewa...love Jogja,selamat ulang tahun jogjaku istimewalove jogja,0
2024-10-07 11:26:15,Amellia Yukewati,semangat kemantren GK,semangat kemantren gk,0
2024-10-07 11:26:20,Bagushappy 20,padet banget gays,padet banget gays,0
2024-10-07 11:26:43,Kristal Siva,yg dekat merapat yg jauh nonton di sini cepattttt!!!!,yg dekat merapat yg jauh nonton di sini cepattttt,0
2024-10-07 11:26:44,zaril gifari,woi suruh mba di depan duduk,woi suruh mba di depan duduk,0
2024-10-07 11:26:44,keanna attaqi,. jnnnn.,jnnnn,0
2024-10-07 11:26:49,skyra,semangat mantrijeron,semangat mantrijeron,0
2024-10-07 11:26:59,Desta Sanggram,Jogja istimewa,jogja istimewa,0
2024-10-07 11:27:02,skyra,urutan ke brp ini,urutan ke brp ini,0
2024-10-07 11:27:08,bisma yuliandika,sendal gua ilang woyy,sendal gua ilang woyy,0
2024-10-07 11:27:21,firjal farah,wo raiso lungguh ki seng ngarep,wo raiso lungguh ki seng ngarep,0
2024-10-07 11:27:28,Lalu Dwi Haryanto,pada kangen jogja kan kalian yg dah lulus kuliah hehehehhe,pada kangen jogja kan kalian yg dah lulus kuliah hehehehhe,0
2024-10-07 11:27:30,zaril gifari,mba’ baju hitem suruh duduk woiiii,mba baju hitem suruh duduk woiiii,0
2024-10-07 11:27:48,Rizal Yudis,yang depan duduk woi,yang depan duduk woi,0
2024-10-07 11:27:53,GabrielaRiska Elvina,ra iso ndelok nng tugu,ra iso ndelok nng tugu,0
2024-10-07 11:28:01,cucu mama,"selamat ulang tahun jogja, semoga semakin istimewa",selamat ulang tahun jogja semoga semakin istimewa,0
2024-10-07 11:28:03,bisma yuliandika,amit mas golek sendal,amit mas golek sendal,0
2024-10-07 11:28:03,zaril gifari,iyaa woi depan duduk,iyaa woi depan duduk,0
2024-10-07 11:28:24,Firman,nonton sambil tiduran :moai:,nonton sambil tiduran,0
2024-10-07 11:28:26,bisma yuliandika,sek mas golek i sendal,sek mas golek i sendal,0
2024-10-07 11:28:36,Cinta,"nonton dirumah aja mending, kalo disana ramee bgtt",nonton dirumah aja mending kalo disana ramee bgtt,0
2024-10-07 11:28:43,Ita Sari,kira2 yg belakang kelihatan gak ya nonton nya,kira2 yg belakang kelihatan gak ya nonton nya,0
2024-10-07 11:28:52,Rafael,Mabar ff,mabar ff,0
2024-10-07 11:28:56,Richwan hardjowidodo,wah aku ra bisa nonton neng jogja,wah aku ra bisa nonton neng jogja,0
2024-10-07 11:28:58,YUDHA Zain alwi sidharta,penak neng omah,penak neng omah,0
2024-10-07 11:29:01,Rika Anggraini,nonton streaming malah keliatan semuaa hehehhe,nonton streaming malah keliatan semuaa hehehhe,0
2024-10-07 11:29:05,Kristal Siva,di sediakan toilet bos di setiap sisi,di sediakan toilet bos di setiap sisi,0
2024-10-07 11:29:06,Dadang wahyudi,tinggal duduk rebahan mlh enak,tinggal duduk rebahan mlh enak,0
2024-10-07 11:29:14,W,aku liat di genteng rumah ada yg bisa liat gk,aku liat di genteng rumah ada yg bisa liat gk,0
2024-10-07 11:29:25,Kristal Siva,yg belakang bisa liat via vidio tron,yg belakang bisa liat via vidio tron,0
2024-10-07 11:29:33,maria sunarni,halo,halo,0
2024-10-07 11:29:38,Ilmira Kinanthi,sangat jelas terlihat di-streaming.orang lihat berjubel,sangat jelas terlihat distreamingorang lihat berjubel,0
2024-10-07 11:29:39,GabutIn,itulah Yogyakarta tiap ada hajat g pernah egois cuma menonjolkan budaya Jawa tapi mengajak semua budaya dr Sabang sampai Merauke untuk perform .,itulah yogyakarta tiap ada hajat g pernah egois cuma menonjolkan budaya jawa tapi mengajak semua budaya dr sabang sampai merauke untuk perform,0
2024-10-07 11:29:56,Kurniawan Fauzi,aki nonton di depan sendiri,aki nonton di depan sendiri,0
2024-10-07 11:30:03,Lalu Dwi Haryanto,jogja rumah segala suku.....,jogja rumah segala suku,0
2024-10-07 11:30:13,Aniah Naifa,bagus tapi malas desak desakan,bagus tapi malas desak desakan,0
2024-10-07 11:30:14,Yuliati Malioboro,Jogja istimewa:hand-purple-blue-peace:,jogja istimewahandpurplebluepeace,0
2024-10-07 11:30:17,kayyie alomani ^___^ ,seru juga nonton dri hp,seru juga nonton dri hp,0
2024-10-07 11:30:23,W,nunggu kembang api doang,nunggu kembang api doang,0
2024-10-07 11:30:27,bisma yuliandika,maul gak perform awwokawoak,maul gak perform awwokawoak,0
2024-10-07 11:30:28,Nofee Azhar,salam buat paman SANTO di SAMAS:person-turqouise-waving:,salam buat paman santo di samaspersonturqouisewaving,0
2024-10-07 11:30:28,Joehan Notonegoro,wayang kulite jam berapa?,wayang kulite jam berapa,0
2024-10-07 11:30:42,Kurniawan Fauzi,mau pulang nggk bisa ini woy,mau pulang nggk bisa ini woy,0
2024-10-07 11:30:51,Random Japan,Pengen ikutan jadi talent tapi ngga tau infonya :),pengen ikutan jadi talent tapi ngga tau infonya,0
2024-10-07 11:31:05,Budi Sulis,ntn di hp aja pasti sdh gk bisa masuk,ntn di hp aja pasti sdh gk bisa masuk,0
2024-10-07 11:31:18,Amellia Yukewati,"jogja emang istimewa, tiap tahun gak ada habisnya event kesenian seperti ini. Salam budaya teman²",jogja emang istimewa tiap tahun gak ada habisnya event kesenian seperti ini salam budaya teman,0
2024-10-07 11:31:20,arif ramadhan,kita yg warga Jogja tapi ga kesana :grinning_face_with_sweat:,kita yg warga jogja tapi ga kesana,0
2024-10-07 11:31:25,Joice Angelica Putri,Hallo Jogja ku,hallo jogja ku,0
2024-10-07 11:31:26,Kurniawan Fauzi,aku nonton depan sendiri,aku nonton depan sendiri,0
2024-10-07 11:31:42,Joehan Notonegoro,wayang kulite jam berapa?,wayang kulite jam berapa,0
2024-10-07 11:32:11,Tamjiz tamjiz,"yang penting jangan lupa sholat y,,",yang penting jangan lupa sholat y,0
2024-10-07 11:32:22,Nurrena Yuli purwanti,selamat ulang tahun Jogja..Jogja memang istimewa..:smiling_face_with_heart_eyes: pengen nonton tapi aku di Kalimantan..:pleading_face: tapi anak ku ada ikut meriahkan ultah Jogja..Mantrijeron semangat..:folded_hands::folded_hands:,selamat ulang tahun jogjajogja memang istimewa pengen nonton tapi aku di kalimantan tapi anak ku ada ikut meriahkan ultah jogjamantrijeron semangat,0
2024-10-07 11:32:54,ganda bachtiar,bantul mati lampu,bantul mati lampu,0
2024-10-07 11:33:02,Wiyati 2020,aku ning blunyahrejo,aku ning blunyahrejo,0
2024-10-07 11:33:24,feliciaa,yg blm trllu padet daerah mn?,yg blm trllu padet daerah mn,0
2024-10-07 11:33:27,arif ramadhan,yg tinggal di Jogja ga jadi kesana ingat masih ada tahun depan :grinning_face_with_sweat:,yg tinggal di jogja ga jadi kesana ingat masih ada tahun depan,0
2024-10-07 11:33:30,JaBRiX,tugunya gk ketok:face_with_hand_over_mouth:,tugunya gk ketok,0
2024-10-07 11:33:31,Seri Seri,welcome culture,welcome culture,0
2024-10-07 11:34:07,Kurniawan Fauzi,aku nonton depan sendiri,aku nonton depan sendiri,0
2024-10-07 11:34:08,Raditya Septian,rumah kuzu,rumah kuzu,0
2024-10-07 11:34:19,Za Saputra,"nonton di youtube lebih jelas, dari pada langsung berjubel""",nonton di youtube lebih jelas dari pada langsung berjubel,0
2024-10-07 11:34:19,Eri Nta,:face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes:,facebluewideeyesfacebluewideeyesfacebluewideeyesfacebluewideeyesfacebluewideeyesfacebluewideeyesfacebluewideeyesfacebluewideeyes,0
2024-10-07 11:34:24,skyra,ini urutan ke brp sih,ini urutan ke brp sih,0
2024-10-07 11:34:32,Raditya Septian,aku.,aku,0
2024-10-07 11:34:41,Vida Permata,tim nonton di rumah sambil rebahan,tim nonton di rumah sambil rebahan,0
